views,likes,dislikes,comment_count
423265,10527,196,950
451759,3353,542,1051
2112785,123166,823,9776
2256007,143521,20931,29992
1083800,19099,1456,0
527444,21626,274,2408
1671521,48592,3250,3827
1142949,54689,2385,4117
345365,18058,397,4414
2463996,341482,2576,38517
2590142,44396,3396,6604
1919889,27873,3538,4995
389504,2873,194,705
366647,7503,244,639
744256,18615,2388,3593
1277694,15943,1592,1683
237161,9195,190,894
732311,36727,858,2574
374722,43489,225,8494
355747,6241,649,1312
163442,10918,163,2569
192058,7878,170,1051
14755537,858708,8024,150036
1050725,6418,208,362
330955,14961,115,956
2337251,53095,2713,6810
902489,9429,773,3888
3162608,45143,5390,4776
195550,7619,99,730
500569,27106,452,2908
146906,7110,117,450
1236325,72263,2400,17713
2420644,178990,3715,7704
361043,7680,713,1441
259832,3471,171,268
681089,8530,197,538
776365,38955,592,2045
144388,5487,99,813
2913626,119434,1439,7643
2665315,179051,3723,9535
3755581,113375,8087,16488
700722,13113,3049,1947
1886550,72117,1342,7477
541729,13434,318,433
3554785,210455,6710,14208
491613,21995,285,962
572551,30184,1705,2954
2639536,47927,7172,8479
389069,12599,477,966
48431654,609101,52259,29172
144359,5469,107,396
2964522,168936,4369,9691
2487516,29601,1077,1642
9653240,90194,26799,16961
7619961,298787,8484,35970
2058386,258416,5137,133653
395028,11660,689,1262
3160319,74782,3329,27424
13437731,665337,21024,47256
1108207,79106,2259,7248
152878,4845,141,613
5133134,190899,29741,45136
1635784,38973,2685,2929
147272,3381,41,144
1388444,40937,406,903
508214,4555,84,317
322852,7101,227,960
839160,15633,1086,15874
639104,9611,204,666
352147,18251,912,1665
953926,26462,831,2140
4683237,109485,3840,8923
263163,6549,359,903
361730,7798,1038,1787
392950,11468,235,776
496941,24593,291,1196
302639,8906,272,1025
3967960,126077,8599,8238
1073973,38758,1356,6831
1043165,27613,673,854
424461,12724,392,2915
623664,22729,951,4399
1474580,29052,2558,4855
821229,25198,1091,1518
365114,9033,575,1287
194110,5665,599,906
712499,18946,1794,3623
331909,11096,53,552
1480987,115938,819,9178
3546585,24737,451,1649
438496,1709,14,88
460196,18077,406,1477
663832,14509,878,2728
439842,21418,713,1539
219772,18187,361,1423
268742,1505,162,149
812499,11677,462,2050
420112,21701,592,13631
2143277,38244,1555,4728
1819371,71610,2342,4970
1953481,51990,2468,4368
227342,9760,140,959
680971,13649,198,376
7403488,144610,5758,18186
276200,13397,301,468
3057613,84854,2418,9288
949154,18174,352,1558
475418,1353,829,429
940941,15617,1348,4122
2380010,49751,1139,2417
623440,19978,683,1973
3753457,4684,297,499
344210,17374,300,1511
196247,2992,78,527
2014354,20459,951,1487
4016650,130976,1806,10775
207083,10795,109,697
344574,31003,185,2145
2824905,37418,1469,5128
6886912,89790,17276,0
491511,4392,89,684
389669,2062,1258,799
758005,14203,357,926
532697,19904,340,3592
1050733,0,0,0
143943,3922,112,371
798364,25116,443,2088
479904,29124,276,920
10752625,1752589,10628,178127
335998,11115,162,1076
132283,10987,488,3301
201750,5008,279,334
162127,11641,79,685
1406838,25724,737,1411
504000,14207,6948,3432
739426,21592,764,1407
1774085,29840,1676,4238
908488,68353,603,5600
729322,23027,407,1859
283547,2863,118,292
514006,10707,626,820
1048863,22545,1379,3345
156998,18084,64,915
629936,23411,443,1325
824010,31859,471,1421
5640597,281728,5365,17209
1518910,19688,1581,6696
576991,12313,151,532
273690,4586,193,191
382174,12853,245,4476
316809,16028,292,644
1032142,18714,1220,1655
405471,21905,208,1627
817764,36245,940,2187
806285,14901,3504,3331
400564,16383,769,1096
1985776,19858,4156,2996
6576190,107101,5890,6068
3341589,33935,1848,1684
4130885,336462,4797,32309
852371,19153,522,1903
1317633,16406,1326,5352
410460,6084,1583,1092
1577450,33808,958,5611
3035158,170787,3111,9488
1583620,8138,511,917
771568,16312,765,1096
772086,15662,177,1079
18323783,356785,29109,23038
1129870,19598,1854,4509
351991,29718,100,3496
578416,2004,1595,1134
285213,20376,193,3899
369487,1770,357,160
2982517,171636,1860,9558
22546976,295631,14980,53401
774012,39835,328,3535
261520,19333,145,744
2138878,138044,1193,11859
3087952,90028,1958,3881
2226333,131363,4743,11459
1207635,50742,2460,3427
563514,14935,878,1278
1646592,18929,1843,3744
538635,20914,3354,3920
539911,21140,431,1560
722009,84227,739,8663
177839,5791,60,391
802945,38061,727,2438
1096809,26534,2822,4738
2000203,89569,2066,5003
125112,10784,124,916
386450,3149,226,669
371602,12535,5071,1768
954389,25754,629,717
531285,12087,241,290
1267850,72128,2858,8151
854432,35842,517,5147
11161971,218633,5211,18871
640434,1910,162,1101
2740785,49073,2037,27280
1737821,43125,1079,2160
354015,15189,341,1961
300843,27409,84,1060
415196,17519,531,1014
4511599,273542,5865,20139
309268,14322,230,1625
398191,12956,247,3242
3433597,152158,1925,10518
654257,23632,4712,2208
200534,8142,222,670
727128,9909,856,1308
197586,2679,113,533
2191643,411748,1435,31884
558329,13541,1049,2275
525797,502,67,76
449645,5587,100,224
236393,9791,88,828
756037,12006,1085,1082
672017,14679,335,1316
423976,6879,1868,1875
35218973,1506788,84074,140396
8050783,239071,7904,18397
2562782,133718,1012,10772
1483151,22099,1801,0
2388482,146903,21653,30706
619864,24857,310,2700
1755004,49522,3478,3932
371642,18856,436,4574
2849816,360306,2819,39919
2822463,47668,3741,7158
2026827,28553,3710,4246
538938,4075,297,911
1265875,58943,2538,4397
1086984,46647,351,2461
401402,7860,269,661
4303102,11415,2010,2916
262702,9689,209,911
812403,19868,2540,3894
783712,38182,967,2657
438680,46981,271,8994
387849,6541,698,1388
176529,11225,193,2656
203254,8051,182,1074
15845395,890385,8460,161513
1342483,7066,242,432
225590,8630,126,728
3315192,46629,5558,4846
518516,27636,469,2949
169124,7432,126,413
1435322,82032,2754,19684
2491405,182136,3772,7783
373003,7775,727,1438
300716,3609,186,269
707999,8744,207,455
150839,5575,105,844
2990724,120542,1461,7759
788491,39314,603,2068
2775029,183985,3855,9723
3829925,114838,8182,16681
762372,16534,399,482
587694,30656,1732,3005
414882,12911,497,989
1967156,73612,1371,7602
2731544,48940,7282,8595
3666161,213500,6792,14330
52180728,637267,54981,30283
146856,5555,107,400
3125402,172509,4461,9903
2612612,30659,1097,1701
8538927,311781,8987,37065
408667,11780,701,1266
2092853,261707,5179,135344
10093668,91999,27249,17198
1122569,79657,2278,7286
181523,3925,55,193
155584,4908,141,614
3219605,75188,3393,27657
14937243,683251,21860,47859
1779137,41485,3024,3160
1565169,42747,437,916
5286418,193234,30385,45873
559953,4912,93,334
337122,7424,235,992
843512,15662,1094,15916
967088,26753,839,2146
360753,18494,918,1679
4807512,111866,3883,9136
610679,27289,333,1262
266977,6598,362,906
372961,7999,1038,1798
409784,11830,241,778
309312,8991,278,1031
1080282,38904,1355,6846
1138373,29337,698,901
4336200,131390,8870,8419
430057,12836,394,2936
724779,25085,1163,4721
1487010,29233,2573,4830
863500,26271,1120,1575
392588,9284,594,1309
196840,5714,601,896
787005,20083,1947,3963
341307,11446,55,555
1515334,117170,834,9286
3623148,25410,465,1689
512959,19458,412,1568
463719,1751,14,88
712183,15098,936,2770
448806,21676,718,1554
230281,18664,363,1480
275780,1548,168,153
819989,11752,466,2058
423991,21779,598,13634
2167506,38567,1566,4763
1831571,71910,2356,4954
1990322,52587,2491,4338
256903,10501,159,1012
764217,15757,223,467
7482189,145542,5796,18269
288042,13919,309,481
3104607,85417,2437,9338
986647,18658,359,1571
481276,1367,839,436
945298,15648,1355,4149
2409987,50125,1153,2446
635511,20211,690,1996
3779019,4755,305,499
348328,17465,303,1523
199385,3007,80,527
4066110,131958,1821,10883
209672,10893,110,698
350491,31249,186,2154
2855956,37621,1483,5127
6992640,91524,17371,0
501064,4430,91,685
392155,2066,1259,800
763927,14275,359,925
541583,20058,347,3602
1062124,0,0,0
146125,3971,114,371
803414,25205,446,2091
502910,29945,283,919
11114935,1760519,10748,178683
340750,11201,163,1077
222976,5359,316,361
165024,11746,80,686
1413179,25757,741,1418
506688,14262,6973,3428
791528,22320,809,1445
1776383,29869,1677,4251
932496,69654,614,5695
739499,23190,412,1861
519042,10803,630,823
1057556,22666,1386,3354
158957,18186,64,917
636531,23608,445,1347
881492,32388,484,1427
5751961,284613,5393,17212
1538007,19853,1584,6770
589489,12429,153,540
275957,4614,193,190
391852,13038,248,4544
318839,16090,293,644
1036529,18768,1224,1657
422586,22248,211,1635
822369,36353,944,2192
810549,14945,3507,3324
404843,16471,776,1097
2033802,20217,4233,3027
7022562,110151,6144,6216
3770674,36119,1996,1722
4159065,337616,4811,32303
861822,19323,532,1904
1353109,16766,1370,5417
443675,6434,1668,1224
1585496,33924,961,5615
3148434,173415,3166,9667
1587545,8157,511,916
801597,16086,182,1102
19998243,371137,30159,23556
19716689,975715,9118,127045
525039,6030,214,407
1708038,107778,1000,11442
2164758,60951,3102,16558
1668355,28470,1858,1463
493496,8151,322,697
692006,22148,1435,2452
211898,1778,196,469
1709292,125754,1435,10724
449388,10488,271,853
806099,26869,4522,4868
716764,25582,568,1806
1907955,20951,2526,4325
184718,7550,143,712
1048751,42975,972,2775
627239,51158,724,2752
2251644,17242,530,2175
320608,17766,289,1276
3311448,49237,1832,1996
144121,7142,116,716
285508,12469,233,686
1332018,30829,3421,5743
2130488,93599,2187,5269
456972,3689,260,742
978670,38420,672,5400
242848,11135,301,1136
1349420,33751,838,921
478405,14678,5210,2171
293147,4165,90,291
1392632,76341,3460,8657
763000,2187,261,1163
1197826,57075,766,3161
162446,10489,235,463
3110326,52822,2251,30059
1903772,45066,1360,2404
404772,16308,419,2225
292602,9830,290,827
780422,17430,379,1819
341767,29057,113,1082
473544,18819,634,1073
5161538,290559,6511,20795
340864,15093,265,1719
465108,13907,350,3532
1087693,13800,1301,1853
753344,26110,5341,2480
723555,14400,169,611
3595550,156992,2023,10936
241215,3316,151,665
2357747,429897,1537,32641
781035,718,137,95
269878,10425,110,882
850683,13219,1145,1195
268548,13967,127,1217
704672,14999,1179,2562
805918,17033,399,1534
545974,6261,115,244
8515654,244656,8139,18934
3025368,140678,1186,11225
1669974,23244,1914,0
2467397,149149,22066,31332
39770100,1592490,89677,145338
664929,26263,322,2789
3254009,374378,3006,40942
1812359,50234,3597,4020
387314,19264,454,4633
2959693,49683,3916,7403
2071315,28831,3774,4317
610570,4519,341,964
1271600,52603,415,2728
1341921,61358,2612,4576
424034,8112,285,655
270805,9939,211,948
491800,49440,297,9368
817903,39300,1026,2715
403301,6668,712,1423
5544823,13961,3027,3739
856305,20748,2574,4004
184163,11430,209,2703
207728,8135,187,1081
17017392,919930,8880,170020
1590586,7276,253,482
244479,9370,137,783
3423400,47769,5673,4415
194487,7730,131,418
1589536,90068,2995,21575
2554984,184975,3811,7898
380829,7847,736,1488
726747,8886,212,462
309864,3642,190,284
157718,5686,112,894
3054346,121477,1482,7833
799423,39561,610,2088
2863209,187890,3953,9857
1003988,19177,486,512
3898249,116212,8272,16916
601729,31118,1745,3060
2020895,74671,1397,7791
436696,13154,510,998
2826690,49904,7391,8740
3738696,215291,6856,14441
55788936,665927,57511,31105
148675,5613,108,405
3277066,175828,4533,10041
2716286,31525,1114,1743
9410655,322734,9357,37746
424884,11956,715,1284
2128508,264835,5210,136746
10457323,93805,27576,17328
206188,4334,63,225
1134847,80116,2298,7351
159774,4993,142,616
3253164,75483,3411,27800
16407659,700309,22609,48301
1710157,44078,449,916
1863547,42589,3159,3248
5400534,194978,30752,46395
589732,5068,95,336
719093,29573,371,1306
347519,7624,242,999
366833,18660,930,1690
270038,6645,366,908
847017,15676,1099,15942
381912,8108,1039,1803
423556,12148,246,797
316097,9085,280,1035
4697573,136473,9068,8585
1240582,30873,722,958
855737,27844,1438,5150
434430,12893,396,2962
1084820,38993,1359,6852
200121,5771,603,913
838332,20943,2068,4090
902532,27264,1145,1590
353276,11944,56,576
416234,9500,608,1333
1550361,118489,844,9330
3674880,25851,475,1723
471608,1774,14,88
547067,20415,439,1643
748313,15535,971,2804
455403,21880,722,1564
2190599,38870,1570,4810
822952,11783,467,2067
233708,18805,365,1482
280099,1572,172,162
425849,21842,603,13642
2013620,52937,2498,4369
1842399,72172,2359,4980
282736,11105,177,1033
7546285,146271,5822,18365
304246,14619,328,515
3150065,85944,2453,9342
1020284,19084,369,1614
949210,15680,1362,4164
483597,1375,845,437
2445835,50613,1170,2460
351205,17559,304,1531
648021,20483,696,2029
3802925,4825,312,509
201507,3016,80,527
4117221,132967,1840,10946
2878645,37766,1492,5146
356352,31530,186,2159
211629,10954,110,699
7098929,93582,17475,0
509275,4464,90,696
394007,2070,1261,800
768487,14344,361,925
550974,20213,351,3634
147863,4030,115,374
807602,25273,446,2094
524875,30756,284,919
11474303,1769262,10907,179084
250235,5719,355,394
167299,11845,80,692
1418091,25804,744,1424
508621,14288,7003,3440
846920,23180,848,1456
1778040,29885,1678,4258
956459,70881,627,5784
525644,10917,633,824
1065047,22770,1394,3374
161101,18308,64,927
638991,23677,446,1342
937782,32930,493,1436
1549476,19955,1586,6787
5888043,287889,5431,17322
595038,12503,155,541
277849,4642,194,192
401024,13171,250,4554
320756,16159,296,652
1040659,18814,1224,1656
437061,22452,212,1636
825458,36455,946,2192
814243,14978,3510,3335
410257,16592,779,1112
2085977,20609,4302,3114
7441922,112910,6146,6276
30173222,1242227,16901,158039
8053628,212314,17270,24274
736843,21385,519,1587
629052,6565,236,1406
1250660,21567,2543,8889
371752,6749,711,1631
926002,15061,625,1350
258892,4624,81,460
861378,73891,1922,8591
233958,16911,126,3774
2067085,120529,1317,12640
1131661,60960,3520,4102
841111,12890,597,1310
2614403,67591,4022,18720
2128122,33693,2264,1813
989578,27080,2028,3173
393731,3184,470,812
2505868,147279,1889,11984
1261976,16876,332,766
588165,12412,370,1013
903921,28939,4869,5198
792226,27230,607,1852
216070,2034,76,187
1992952,21507,2627,4302
460897,14764,345,1570
237399,8591,254,756
938349,61161,949,2952
1178272,45309,1085,2805
496129,47459,763,4741
189047,16839,74,1286
174245,3600,223,551
242979,6046,97,462
3123421,19391,688,2522
480700,23122,407,1511
368571,14332,307,779
186792,8322,160,825
1500855,33552,3750,6255
1634912,40202,1021,1092
2210918,96026,2249,5430
497609,3908,280,772
549258,15579,5261,2364
1043436,39565,774,5498
459556,4850,322,3178
218306,15535,108,788
283745,12552,390,1297
1448688,78097,3738,8830
1377081,61217,888,3319
255842,12585,314,590
364657,10984,352,881
1995022,46245,1488,2512
3313121,54312,2318,31114
435846,16882,473,2351
1014780,19945,446,2027
371604,30034,131,1103
521486,19607,679,1106
891651,17338,220,703
1443592,17816,1700,2384
5730346,304037,6990,21183
362395,15602,288,1746
503643,14513,385,3641
691505,26217,230,808
800108,27281,5520,2268
3761199,161743,2112,11182
271020,3726,164,677
2458983,440524,1577,33155
1132930,774,147,104
280015,10766,118,891
804358,16397,1274,2736
888329,18387,426,1636
598317,6587,123,244
285409,14487,128,1242
3458494,146787,1289,11574
9094014,251296,8428,19497
43738208,1658754,94043,148548
3633998,385072,3124,41777
2543367,151454,22442,31937
1399587,62857,2653,4721
715036,27919,347,2864
649653,4816,362,1013
1862796,50834,3663,4073
1417134,57279,457,2904
2107214,29031,3807,4290
400033,19581,470,4685
3062649,50976,4025,7566
543242,51333,315,9706
443922,8318,297,685
6151213,15607,3737,4350
277821,10194,216,954
413937,6741,723,1444
850180,40309,1061,2789
906915,21968,2620,4100
191389,11577,234,2723
212115,8222,194,1100
18276864,944031,9367,177847
1849565,7456,261,515
264956,10200,142,820
3525034,48830,5770,4477
1734465,97376,3247,23139
218074,7980,137,428
2623124,187800,3845,7937
388931,7939,751,1503
320865,3665,194,295
743934,8992,217,481
166647,5824,121,943
3107596,122364,1499,7906
813870,39936,623,2104
2994047,193181,4107,10048
1207138,21301,584,559
3966380,117643,8359,17034
613655,31620,1754,3059
452989,13331,520,1027
60962220,692723,59965,32006
2919117,50785,7506,8906
3788443,216387,6913,14512
150202,5665,108,405
3427708,179048,4599,10150
2805605,32356,1129,1763
10258028,331758,9736,38513
439972,12086,723,1306
10856682,96392,27856,17463
232458,4833,70,249
1142085,80406,2304,7395
163599,5045,144,628
3292117,75771,3448,27991
18176356,718327,23419,48890
1838371,45102,471,924
1880930,42674,3170,3250
5518903,197083,31131,46934
611176,5140,102,347
831485,31872,412,1371
356432,7812,251,1018
371467,18780,944,1693
273622,6699,368,912
848676,15682,1106,15968
437414,12445,251,798
393598,8224,1040,1825
321275,9157,282,1044
5070554,141305,9266,8778
1333817,32211,752,972
1027361,31506,1733,5716
438304,12953,397,2979
207905,5950,612,933
890541,21742,2203,4272
946850,28485,1169,1670
365027,12380,58,604
439426,9697,621,1349
1576947,119466,854,9396
3718505,26104,478,1731
584331,21460,463,1695
480443,1806,15,90
2215447,39203,1574,4835
461616,22072,727,1570
826773,11827,469,2068
236420,18933,369,1485
284870,1596,175,161
427771,21891,604,13642
2032081,53213,2509,4388
1856188,72525,2366,4996
303917,11605,187,1047
7608830,146746,5842,18409
316309,15126,340,521
3191887,86426,2464,9432
1052880,19555,377,1630
951655,15705,1363,4182
486911,1380,847,438
2494281,51271,1190,2476
664016,20765,709,2044
354208,17643,304,1533
3820114,4859,316,510
202920,3024,81,526
4183227,134116,1860,11027
2898470,37893,1497,5166
367435,31721,186,2163
213958,11023,112,717
7199161,95510,17592,0
516214,4495,90,699
395229,2072,1261,801
774567,14434,362,926
562238,20387,357,3651
812757,25356,447,2105
11852772,1777663,11062,179655
547743,31489,288,919
269123,5996,383,406
169726,11947,80,699
1423050,25832,745,1423
511315,14349,7047,3445
885778,23830,867,1475
1779761,29903,1680,4258
986598,72552,644,5913
535030,11057,637,826
1072587,22869,1401,3374
641267,23732,446,1370
996449,33481,505,1453
1563582,20118,1591,6811
6013966,290477,5463,17426
610581,12597,155,545
279585,4658,193,192
410327,13307,252,4620
322244,16212,297,652
2789452,83508,2926,8290
1865071,137893,3691,15624
404822,22557,1411,1734
3520365,255975,3514,22873
13697378,312973,29857,33724
364182,3759,140,831
36112519,1355009,22416,170801
1748254,34457,1661,2692
757927,10169,2259,2514
237817,8448,95,515
1728905,25481,4119,9910
1129543,19666,801,1686
447791,6451,210,616
401996,6385,236,430
1811013,74579,6617,5433
1106696,84104,4004,10506
215390,5047,123,589
414353,22303,255,4685
493898,11834,340,638
1312455,19417,927,2132
2225855,125253,1455,13093
262661,6044,121,545
2487743,37724,2530,2030
1143432,29524,2324,3433
2845610,70871,4452,19675
479495,3798,641,1030
1451019,18492,441,870
558173,15839,484,1713
3220014,161115,2184,12509
665225,13419,433,1139
369197,22110,169,1583
421936,7378,547,970
1176625,66964,1133,3076
964669,30279,5059,5552
840224,28320,633,1919
268714,2323,119,208
269885,9313,313,852
165822,3579,70,201
326759,8083,152,543
577774,51822,964,4998
1252428,46618,1151,2862
2055800,21874,2648,4297
360043,11287,172,1291
626043,28016,492,1672
419343,15468,329,840
211445,8914,186,899
3866200,20541,770,2719
196934,3929,51,282
181093,8950,61,490
1633904,35866,3960,6613
1839921,44968,1161,1161
2266393,97597,2291,5470
601228,16039,5284,2438
518625,3990,287,786
1072184,40146,800,5565
523017,5244,374,3503
261919,16553,130,788
305789,13309,420,1441
1482743,79319,3849,8932
1477684,63531,934,3414
311153,13703,342,651
262126,11062,432,774
438384,11843,379,960
452623,17319,504,2434
3392787,55082,2378,31457
1548521,58085,465,1409
1191881,21694,486,2140
1044870,20396,262,795
148322,2545,113,225
384930,30566,137,1123
550450,20193,711,1124
6156518,313578,7375,21619
523220,14856,397,3693
831011,27969,5607,2275
375426,15925,297,1783
3905383,165638,2195,11431
300884,4912,44,262
292173,3992,173,687
2531615,447346,1615,33434
1144998,794,151,103
287291,11000,121,901
877175,17453,1350,2887
295836,14773,129,1268
9617675,256695,8667,19999
3804400,150924,1372,11771
47247436,1706733,97482,151269
3943789,392084,3206,42291
2619670,153693,22834,32662
1445194,64079,2698,4817
758561,29731,364,3051
1529861,60927,484,3028
1901537,51302,3717,4121
2132920,29175,3831,4358
683778,5049,393,1049
409532,19823,481,4727
3163208,51867,4132,7733
581484,52510,329,9969
6535720,16788,4312,5000
459212,8458,305,689
284696,10379,222,975
877964,41123,1097,2809
946633,22713,2661,4198
420170,6776,728,1448
198016,11692,260,2752
216467,8293,197,1109
19449737,961748,9677,185299
2039680,7628,269,525
3656163,50171,5857,4540
1857154,103235,3448,24469
240418,8187,142,444
2679373,190208,3880,7995
396791,8032,759,1534
324751,3672,194,298
752602,9059,218,485
177740,6072,126,986
3145441,122975,1513,7940
825627,40244,630,2115
3083251,196442,4218,10137
1415482,23154,660,577
4022115,118767,8414,17245
64594661,714816,62029,32727
624481,32146,1761,3079
464840,13493,526,1035
2973190,51356,7545,8998
3831164,217380,6942,14616
151473,5709,108,412
3558564,181599,4640,10261
2900766,33216,1149,1781
10947271,338804,10062,39043
451210,12183,728,1307
11150199,98122,28045,17597
256100,5263,77,277
1148062,80639,2306,7406
165453,5083,144,632
19832315,734437,24150,49396
3319097,76051,3478,28133
1963901,46020,494,933
1895053,42709,3176,3257
5621751,198941,31455,47298
929511,33857,433,1382
627001,5191,107,347
365095,7955,263,1037
375618,18874,952,1694
277092,6745,372,914
850092,15695,1108,15981
450866,12725,255,801
404032,8344,1043,1859
325532,9199,286,1048
1405755,33196,766,1010
5406173,145276,9427,8907
1142121,33646,1941,6052
441968,13011,398,3001
212441,6024,616,941
373816,12703,60,621
1599390,120256,863,9446
458154,9852,630,1364
990612,29706,1198,1718
3751127,26283,480,1744
617734,22420,487,1753
497601,1875,17,93
2237102,39435,1578,4867
467857,22237,733,1571
830218,11850,471,2074
239248,19049,371,1478
288366,1609,177,161
429664,21956,606,13643
2051250,53464,2516,4402
1871078,72871,2400,5008
328318,12111,207,1063
7655436,147144,5857,18497
326125,15550,346,521
3227166,86836,2473,9521
1083620,20014,389,1640
489552,1385,848,434
2560454,52275,1224,2533
684106,21157,720,2085
356854,17720,306,1536
3831690,4900,322,511
4244461,135190,1874,11058
2913821,37952,1503,5179
375799,31890,189,2170
216380,11101,112,728
7289439,97256,17723,0
522854,4518,91,701
571803,20556,364,3685
817600,25447,452,2114
12163782,1784129,11162,180133
564951,32030,292,928
281678,6171,395,405
172301,12038,81,700
1426823,25850,747,1423
931253,24510,897,1524
1010818,73781,656,5994
1781312,29914,1680,4262
543968,11200,642,839
1080339,22984,1407,3393
6106813,292251,5483,17562
643097,23778,447,1361
1045195,34023,515,1459
778600,57284,924,4536
1644037,42309,1177,13000
346236,6588,315,3849
728277,13050,763,917
4749671,116435,5782,11521
317382,2997,617,1036
350104,32309,389,3473
333728,25413,684,3954
677098,18993,1253,4876
169684,1680,277,688
2510657,166685,4989,19032
973053,36510,5770,5088
596482,45517,315,5077
241446,1617,102,486
1790451,179667,1235,7524
4262630,284462,4430,25169
211615,11419,329,1295
290912,8545,332,939
17613868,373733,36817,36710
39980116,1420086,26136,177598
2115619,38290,2074,3081
956003,11794,2968,2897
435589,10601,655,2459
158585,1282,22,86
280407,3235,174,285
422808,14442,215,868
397840,32390,180,3034
1247694,21568,873,1875
319511,6508,181,756
543334,7404,280,704
2199664,80558,8346,6135
1214456,88193,4878,11369
467558,9926,342,1067
771042,16811,581,868
491659,24267,312,5039
247744,8144,65,1642
348267,7356,186,684
1596261,22950,1116,2487
2300234,127372,1506,13242
2780945,40977,2757,2238
1219593,30747,2462,3605
2938527,72246,4625,20071
519942,4042,707,1135
174233,5642,65,273
615861,16438,545,1806
3807560,170038,2387,12983
1562256,19458,490,933
539184,26749,237,1829
779881,14417,475,1209
636473,10390,787,1355
154184,4753,110,265
256917,4944,120,279
1373299,70758,1246,3176
298193,2474,133,234
865222,28829,649,1990
1004531,31168,5168,5653
367340,9032,173,619
289795,9771,335,883
615732,53553,1035,5183
1291790,47361,1178,2877
388954,11739,200,1338
731696,31175,552,1742
450553,16237,350,851
2100578,22181,2681,4309
225918,9302,200,945
3945913,21159,802,2894
193255,9284,71,517
223831,4297,61,293
1720495,37143,4082,6847
1951573,47445,1241,1244
742377,60711,282,3630
549022,5417,388,3585
1085724,40548,802,5593
532534,4037,293,790
286864,17243,135,803
317798,13676,426,1505
632148,16260,5301,2498
260560,2904,512,427
2298338,98537,2308,5495
487654,12348,397,1006
1529624,64697,956,3441
344664,14387,360,645
267516,11219,437,779
1504662,80078,3904,8975
3432865,55495,2409,31927
463223,17552,520,2473
1930911,70775,590,1739
178787,2926,129,266
1290414,22716,516,2169
1148898,21971,293,860
393203,30915,141,1136
6500979,320680,7662,21821
538891,15183,408,3766
567964,20493,722,1140
851444,28411,5680,2288
406130,6025,172,285
384237,16122,302,1822
4001442,168096,2241,11579
306630,4159,175,705
1151252,815,153,104
2626302,457519,1630,33732
292273,11150,122,909
907602,17949,1381,2932
302794,14931,131,1276
4199687,154813,1457,12002
10153928,260600,8832,20446
50807655,1743672,100344,153489
4427710,397940,3313,42728
2712687,155322,23177,33232
1498171,64844,2718,4914
1610671,63538,512,2888
794993,30899,387,3179
1941200,51605,3757,4159
2192738,29338,3852,4411
713160,5162,398,1072
422918,19968,487,4757
3256282,52554,4222,7848
611285,53361,343,10191
476633,8556,314,720
292626,10518,225,980
903104,41570,1125,2831
987635,23261,2689,4276
434776,6801,736,1472
203474,11774,266,2764
220422,8349,198,1112
20546052,975760,9910,191855
2055529,7743,270,534
3745968,50925,5906,4557
1945380,107111,3587,24462
264280,8343,153,446
337152,3687,196,299
763863,9106,219,490
187540,6260,132,1008
3183166,123408,1523,7983
833014,40430,635,2116
1665865,24927,750,584
3143991,198484,4257,10179
4070154,119675,8454,17359
68480947,733499,63862,33326
637423,32667,1765,3086
3010640,51675,7556,9029
479190,13653,530,1029
3867267,218085,6952,14706
153263,5735,108,412
3687936,183545,4681,10330
3000556,34080,1164,1796
11654342,345210,10330,39541
462327,12268,737,1309
11429648,99663,28215,17729
285793,5821,81,304
21486931,747466,24836,49758
1154894,80859,2312,7414
167124,5098,144,635
3347569,76251,3501,28252
2102429,46955,508,941
1916297,42842,3189,3270
5706388,200381,31678,47671
1025238,35362,467,1410
643818,5230,108,350
376084,8078,272,1044
381009,18982,954,1704
280249,6776,374,916
459727,12914,261,823
412629,8425,1044,1862
329150,9243,286,1049
1480692,34067,777,1027
5714711,148295,9598,9108
1204315,34875,2049,6337
446482,13124,400,3029
215381,6071,618,944
381896,12939,62,633
1629086,121622,873,9510
1027454,30607,1221,1772
667175,23897,514,1862
3805642,26527,483,1762
506237,1910,17,96
4410868,1293,270,96
2258190,39674,1585,4883
473057,22381,736,1573
832485,11868,471,2077
241972,19167,374,1485
291933,1632,178,164
431052,22001,610,13643
2067717,53706,2520,4403
1884168,73234,2400,5009
353056,12613,229,1079
7689941,147430,5867,18504
333786,15856,351,521
1111324,20338,392,1663
2606093,52945,1233,2633
493836,1391,851,436
700692,21429,732,2131
359135,17772,306,1539
3845880,4926,322,512
3259936,87201,2482,9493
4289238,135901,1893,11141
2929814,37999,1507,5196
380230,32022,189,2183
7365395,98457,17797,0
1053434,36918,597,2870
750825,17322,427,1893
722674,4756,541,6213
1595411,104575,2023,8455
5635250,73399,13195,17122
355033,23971,150,1797
581532,4585,2179,1910
703471,36758,542,2634
325270,2793,1103,895
2253063,48501,1816,14771
1540399,60111,1833,7861
4293828,202649,6486,24397
480845,8187,494,4578
291118,13259,143,1854
124534,8520,108,1649
3247783,8072,284,968
407976,23648,363,2375
1076513,18158,1178,1271
500906,29924,1661,4527
5508851,126278,6569,12558
475241,38227,631,3922
946592,45703,837,12917
818895,21096,1756,5309
527892,3538,433,394
181774,10777,97,561
1859439,29035,1204,1203
201224,19081,145,3107
2685137,174415,5292,19824
1196347,41281,7459,6254
655974,47429,417,5221
298315,2001,132,562
477188,2934,162,1076
1985358,192907,1488,7996
4697844,301355,4946,26612
